datetime,aqi
1578697200,"[68, 85]"
1578700800,"[79, 114]"
1578704400,"[96, 156]"
1578708000,"[118, 206]"
1578711600,"[143, 219]"
1578715200,"[164, 220]"
1578718800,"[181, 226]"
1578722400,"[192, 237]"
1578726000,"[201, 241]"
1578729600,"[208, 243]"
1578733200,"[213, 242]"
1578736800,"[218, 242]"
1578740400,"[224, 249]"
1578744000,"[234, 256]"
1578747600,"[246, 266]"
1578751200,"[259, 277]"
1578754800,"[273, 292]"
1578758400,"[287, 308]"
1578762000,"[302, 323]"
1578765600,"[318, 350]"
1578769200,"[337, 378]"
1578772800,"[352, 391]"
1578776400,"[361, 397]"
1578780000,"[366, 396]"
1578783600,"[369, 383]"
1578787200,"[354, 369]"
1578790800,"[321, 352]"
1578794400,"[279, 333]"
1578798000,"[269, 309]"
1578801600,"[269, 289]"
1578805200,"[260, 274]"
1578808800,"[254, 268]"
1578812400,"[250, 267]"
1578816000,"[249, 266]"
1578819600,"[249, 263]"
1578823200,"[250, 269]"
1578826800,"[250, 289]"
1578830400,"[264, 305]"
1578834000,"[280, 317]"
1578837600,"[296, 326]"
1578841200,"[303, 333]"
1578844800,"[304, 340]"
1578848400,"[300, 344]"
1578852000,"[287, 343]"
1578855600,"[276, 342]"
1578859200,"[284, 353]"
1578862800,"[293, 373]"
1578866400,"[304, 387]"
1578870000,"[317, 397]"
1578873600,"[328, 408]"
1578877200,"[339, 422]"
1578880800,"[350, 438]"
1578884400,"[353, 452]"
1578888000,"[361, 467]"
1578891600,"[377, 481]"
1578895200,"[392, 493]"
1578898800,"[412, 503]"
1578902400,"[435, 514]"
1578906000,"[459, 531]"
1578909600,"[475, 523]"
1578913200,"[484, 502]"
1578916800,"[472, 479]"
1578920400,"[452, 458]"
1578924000,"[434, 441]"
1578927600,"[419, 427]"
1578931200,"[406, 415]"
1578934800,"[398, 405]"
1578938400,"[380, 394]"
1578942000,"[361, 382]"
1578945600,"[342, 366]"
1578949200,"[318, 349]"
1578952800,"[298, 332]"
1578956400,"[281, 317]"
1578960000,"[267, 304]"
1578963600,"[253, 291]"
1578967200,"[240, 280]"
1578970800,"[225, 271]"
1578974400,"[211, 261]"
1578978000,"[198, 250]"
1578981600,"[185, 238]"
1578985200,"[171, 224]"
1578988800,"[158, 209]"
1578992400,"[154, 191]"
1578996000,"[144, 172]"
1578999600,"[134, 157]"
1579003200,"[132, 146]"
1579006800,"[136, 139]"
1579010400,"[136, 143]"
1579014000,"[137, 152]"
1579017600,"[141, 163]"
1579021200,"[147, 172]"
1579024800,"[152, 173]"
1579028400,"[156, 179]"
1579032000,"[157, 181]"
1579035600,"[158, 188]"
1579039200,"[160, 197]"
1579042800,"[163, 208]"
1579046400,"[169, 218]"
1579050000,"[176, 227]"
1579053600,"[181, 235]"
1579057200,"[183, 239]"
1579060800,"[185, 242]"
1579064400,"[187, 246]"
1579068000,"[188, 250]"
1579071600,"[190, 254]"
1579075200,"[191, 257]"
1579078800,"[192, 258]"
1579082400,"[192, 259]"
1579086000,"[190, 257]"
1579089600,"[188, 252]"
1579093200,"[184, 245]"
1579096800,"[176, 232]"
1579100400,"[164, 216]"
1579104000,"[149, 198]"
1579107600,"[131, 183]"
1579111200,"[115, 178]"
1579114800,"[107, 171]"
1579118400,"[102, 166]"
1579122000,"[99, 156]"
1579125600,"[96, 146]"
1579129200,"[89, 134]"
1579132800,"[80, 127]"
1579136400,"[73, 130]"
1579140000,"[69, 132]"
1579143600,"[67, 137]"
1579147200,"[65, 149]"
1579150800,"[63, 165]"
1579154400,"[63, 181]"
1579158000,"[63, 198]"
1579161600,"[69, 216]"
1579165200,"[78, 229]"
1579168800,"[83, 239]"
1579172400,"[86, 244]"
1579176000,"[88, 245]"
1579179600,"[89, 245]"
1579183200,"[90, 244]"
1579186800,"[89, 243]"
1579190400,"[88, 244]"
1579194000,"[87, 244]"
1579197600,"[87, 237]"
1579201200,"[88, 235]"
1579204800,"[88, 235]"
1579208400,"[89, 236]"
1579212000,"[89, 239]"
1579215600,"[89, 248]"
1579219200,"[91, 256]"
1579222800,"[95, 253]"
1579226400,"[101, 249]"
1579230000,"[108, 246]"
1579233600,"[115, 240]"
1579237200,"[122, 230]"
1579240800,"[131, 220]"
1579244400,"[139, 206]"
1579248000,"[148, 188]"
1579251600,"[156, 175]"
1579255200,"[164, 172]"
1579258800,"[165, 180]"
1579262400,"[168, 188]"
1579266000,"[173, 199]"
1579269600,"[177, 211]"
1579273200,"[181, 222]"
1579276800,"[182, 230]"
1579280400,"[181, 235]"
1579284000,"[179, 234]"
1579287600,"[176, 232]"
1579291200,"[171, 228]"
1579294800,"[167, 223]"
1579298400,"[162, 219]"
1579302000,"[153, 215]"
1579305600,"[140, 209]"
1579309200,"[129, 203]"
1579312800,"[121, 197]"
1579316400,"[111, 190]"
1579320000,"[100, 180]"
1579323600,"[88, 166]"
1579327200,"[76, 151]"
1579330800,"[68, 136]"
1579334400,"[63, 122]"
1579338000,"[59, 111]"
1579341600,"[55, 98]"
1579345200,"[50, 87]"
1579348800,"[44, 77]"
1579352400,"[36, 68]"
1579356000,"[33, 59]"
1579359600,"[31, 52]"
1579363200,"[31, 48]"
1579366800,"[31, 45]"
1579370400,"[36, 45]"
1579374000,"[43, 47]"
1579377600,"[49, 49]"
1579381200,"[52, 53]"
1579384800,"[54, 56]"
1579388400,"[56, 57]"
1579392000,"[57, 59]"
1579395600,"[59, 60]"
1579399200,"[59, 61]"
1579402800,"[60, 65]"
1579406400,"[62, 69]"
1579410000,"[62, 71]"
1579413600,"[63, 73]"
1579417200,"[64, 74]"
1579420800,"[65, 75]"
1579424400,"[63, 75]"
1579428000,"[60, 74]"
1579431600,"[57, 74]"
1579435200,"[55, 72]"
1579438800,"[52, 70]"
1579442400,"[51, 66]"
1579446000,"[49, 63]"
1579449600,"[46, 60]"
1579453200,"[42, 57]"
1579456800,"[34, 54]"
1579460400,"[30, 52]"
1579464000,"[27, 50]"
1579467600,"[26, 48]"
1579471200,"[26, 48]"
1579474800,"[28, 48]"
1579478400,"[28, 48]"
1579482000,"[27, 48]"
1579485600,"[26, 48]"
1579489200,"[25, 46]"
1579492800,"[25, 43]"
1579496400,"[26, 42]"
1579500000,"[26, 42]"
1579503600,"[26, 41]"
1579507200,"[24, 41]"
1579510800,"[26, 41]"
1579514400,"[27, 40]"
1579518000,"[29, 39]"
1579521600,"[30, 39]"
1579525200,"[33, 41]"
1579528800,"[28, 42]"
1579532400,"[28, 42]"
1579536000,"[27, 41]"
1579539600,"[27, 39]"
1579543200,"[27, 38]"
1579546800,"[27, 36]"
1579550400,"[25, 35]"
1579554000,"[24, 34]"
1579557600,"[23, 32]"
1579561200,"[22, 31]"
1579564800,"[24, 29]"
1579568400,"[24, 28]"
1579572000,"[23, 26]"
1579575600,"[22, 27]"
1579579200,"[21, 26]"
1579582800,"[21, 25]"
1579586400,"[20, 24]"
1579590000,"[18, 23]"
1579593600,"[18, 24]"
1579597200,"[16, 23]"
1579600800,"[14, 22]"
1579604400,"[14, 22]"
1579608000,"[14, 20]"
1579611600,"[11, 17]"
1579615200,"[12, 16]"
1579618800,"[12, 16]"
1579622400,"[12, 17]"
1579626000,"[12, 17]"
1579629600,"[11, 17]"
1579633200,"[12, 18]"
1579636800,"[13, 18]"
1579640400,"[12, 18]"
1579644000,"[12, 20]"
1579647600,"[13, 21]"
1579651200,"[15, 21]"
1579654800,"[15, 23]"
1579658400,"[16, 24]"
1579662000,"[17, 25]"
1579665600,"[18, 25]"
1579669200,"[19, 26]"
1579672800,"[19, 26]"
1579676400,"[20, 27]"
1579680000,"[20, 28]"
1579683600,"[20, 29]"
1579687200,"[20, 29]"
1579690800,"[21, 28]"
1579694400,"[22, 28]"
1579698000,"[21, 27]"
1579701600,"[20, 27]"
1579705200,"[20, 27]"
1579708800,"[20, 28]"
1579712400,"[19, 29]"
1579716000,"[19, 28]"
1579719600,"[17, 28]"
1579723200,"[16, 28]"
1579726800,"[16, 29]"
1579730400,"[16, 30]"
1579734000,"[16, 30]"
1579737600,"[16, 31]"
1579741200,"[17, 31]"
1579744800,"[17, 29]"
1579748400,"[17, 29]"
1579752000,"[18, 30]"
1579755600,"[17, 30]"
1579759200,"[17, 31]"
1579762800,"[17, 30]"
1579766400,"[17, 29]"
1579770000,"[17, 30]"
1579773600,"[19, 35]"
1579777200,"[25, 44]"
1579780800,"[31, 51]"
1579784400,"[37, 62]"
1579788000,"[42, 69]"
1579791600,"[44, 74]"
1579795200,"[50, 78]"
1579798800,"[55, 82]"
1579802400,"[59, 85]"
1579806000,"[60, 88]"
1579809600,"[61, 89]"
1579813200,"[62, 89]"
1579816800,"[64, 88]"
1579820400,"[65, 88]"
1579824000,"[65, 87]"
1579827600,"[66, 88]"
1579831200,"[67, 89]"
1579834800,"[69, 93]"
1579838400,"[71, 94]"
1579842000,"[74, 95]"
1579845600,"[77, 95]"
1579849200,"[79, 97]"
1579852800,"[82, 97]"
1579856400,"[85, 96]"
1579860000,"[85, 94]"
1579863600,"[81, 92]"
1579867200,"[78, 87]"
1579870800,"[72, 81]"
1579874400,"[68, 75]"
1579878000,"[64, 71]"
1579881600,"[60, 67]"
1579885200,"[55, 63]"
1579888800,"[52, 59]"
1579892400,"[51, 57]"
1579896000,"[50, 56]"
1579899600,"[50, 56]"
1579903200,"[46, 55]"
1579906800,"[45, 55]"
1579910400,"[48, 55]"
1579914000,"[50, 54]"
1579917600,"[50, 54]"
1579921200,"[49, 53]"
1579924800,"[48, 53]"
1579928400,"[48, 53]"
1579932000,"[48, 54]"
1579935600,"[49, 56]"
1579939200,"[50, 61]"
1579942800,"[53, 65]"
1579946400,"[55, 68]"
1579950000,"[58, 71]"
1579953600,"[60, 73]"
1579957200,"[61, 73]"
1579960800,"[62, 74]"
1579964400,"[62, 75]"
1579968000,"[63, 75]"
1579971600,"[63, 75]"
1579975200,"[65, 75]"
1579978800,"[67, 77]"
1579982400,"[68, 79]"
1579986000,"[70, 81]"
1579989600,"[72, 82]"
1579993200,"[74, 80]"
1579996800,"[72, 80]"
1580000400,"[73, 81]"
1580004000,"[75, 84]"
1580007600,"[73, 86]"
1580011200,"[71, 88]"
1580014800,"[69, 102]"
1580018400,"[69, 120]"
1580022000,"[69, 134]"
1580025600,"[70, 144]"
1580029200,"[70, 149]"
1580032800,"[68, 149]"
1580036400,"[67, 147]"
1580040000,"[65, 143]"
1580043600,"[62, 139]"
1580047200,"[61, 137]"
1580050800,"[60, 135]"
1580054400,"[59, 136]"
1580058000,"[57, 136]"
1580061600,"[53, 135]"
1580065200,"[51, 134]"
1580068800,"[48, 134]"
1580072400,"[47, 169]"
1580076000,"[50, 224]"
1580079600,"[64, 263]"
1580083200,"[84, 299]"
1580086800,"[103, 329]"
1580090400,"[121, 352]"
1580094000,"[136, 371]"
1580097600,"[149, 381]"
1580101200,"[164, 378]"
1580104800,"[176, 373]"
1580108400,"[186, 370]"
1580112000,"[195, 372]"
1580115600,"[203, 370]"
1580119200,"[211, 368]"
1580122800,"[218, 369]"
1580126400,"[225, 370]"
1580130000,"[230, 373]"
1580133600,"[233, 374]"
1580137200,"[232, 375]"
1580140800,"[233, 377]"
1580144400,"[234, 378]"
1580148000,"[236, 379]"
1580151600,"[239, 380]"
1580155200,"[240, 380]"
1580158800,"[239, 369]"
1580162400,"[241, 386]"
1580166000,"[240, 408]"
1580169600,"[229, 417]"
1580173200,"[221, 424]"
1580176800,"[216, 426]"
1580180400,"[210, 420]"
1580184000,"[202, 411]"
1580187600,"[189, 397]"
1580191200,"[177, 385]"
1580194800,"[164, 376]"
1580198400,"[158, 365]"
1580202000,"[153, 360]"
1580205600,"[147, 364]"
1580209200,"[143, 366]"
1580212800,"[141, 369]"
1580216400,"[141, 371]"
1580220000,"[142, 372]"
1580223600,"[144, 371]"
1580227200,"[145, 370]"
1580230800,"[143, 368]"
1580234400,"[142, 367]"
1580238000,"[141, 366]"
1580241600,"[139, 365]"
1580245200,"[139, 349]"
1580248800,"[134, 304]"
1580252400,"[127, 269]"
1580256000,"[121, 245]"
1580259600,"[113, 225]"
1580263200,"[106, 214]"
1580266800,"[101, 216]"
1580270400,"[98, 223]"
1580274000,"[98, 236]"
1580277600,"[99, 251]"
1580281200,"[102, 270]"
1580284800,"[99, 280]"
1580288400,"[97, 287]"
1580292000,"[97, 287]"
1580295600,"[95, 286]"
1580299200,"[94, 284]"
1580302800,"[93, 284]"
1580306400,"[96, 290]"
1580310000,"[99, 300]"
1580313600,"[105, 308]"
1580317200,"[113, 314]"
1580320800,"[120, 321]"
1580324400,"[126, 327]"
1580328000,"[132, 333]"
1580331600,"[136, 331]"
1580335200,"[138, 315]"
1580338800,"[137, 294]"
1580342400,"[134, 275]"
1580346000,"[133, 259]"
1580349600,"[129, 245]"
1580353200,"[126, 229]"
1580356800,"[123, 216]"
1580360400,"[119, 203]"
1580364000,"[114, 195]"
1580367600,"[109, 192]"
1580371200,"[107, 190]"
1580374800,"[107, 190]"
1580378400,"[105, 194]"
1580382000,"[106, 198]"
1580385600,"[108, 201]"
1580389200,"[110, 203]"
1580392800,"[110, 202]"
1580396400,"[109, 192]"
1580400000,"[106, 182]"
1580403600,"[101, 181]"
1580407200,"[96, 177]"
1580410800,"[92, 174]"
1580414400,"[88, 170]"
1580418000,"[86, 166]"
1580421600,"[86, 162]"
1580425200,"[88, 158]"
1580428800,"[93, 159]"
1580432400,"[98, 160]"
1580436000,"[104, 162]"
1580439600,"[108, 164]"
1580443200,"[113, 165]"
1580446800,"[118, 167]"
1580450400,"[123, 170]"
1580454000,"[126, 176]"
1580457600,"[130, 193]"
1580461200,"[135, 206]"
1580464800,"[137, 210]"
1580468400,"[136, 212]"
1580472000,"[130, 213]"
1580475600,"[126, 211]"
1580479200,"[123, 208]"
1580482800,"[120, 204]"
1580486400,"[117, 201]"
1580490000,"[115, 198]"
1580493600,"[113, 196]"
1580497200,"[111, 194]"
1580500800,"[109, 191]"
1580504400,"[108, 189]"
1580508000,"[106, 188]"
1580511600,"[103, 187]"
1580515200,"[99, 184]"
1580518800,"[94, 180]"
1580522400,"[90, 176]"
1580526000,"[86, 172]"
1580529600,"[81, 168]"
1580533200,"[77, 165]"
1580536800,"[73, 160]"
1580540400,"[69, 153]"
1580544000,"[66, 132]"
1580547600,"[62, 103]"
1580551200,"[57, 79]"
1580554800,"[54, 64]"
1580558400,"[52, 54]"
1580562000,"[51, 55]"
1580565600,"[52, 56]"
1580569200,"[53, 62]"
1580572800,"[56, 68]"
1580576400,"[59, 75]"
1580580000,"[62, 82]"
1580583600,"[66, 87]"
1580587200,"[71, 92]"
1580590800,"[75, 98]"
1580594400,"[78, 103]"
1580598000,"[81, 106]"
1580601600,"[84, 108]"
1580605200,"[88, 112]"
1580608800,"[92, 114]"
1580612400,"[95, 116]"
1580616000,"[98, 118]"
1580619600,"[101, 121]"
1580623200,"[104, 123]"
1580626800,"[106, 126]"
1580630400,"[107, 125]"
1580634000,"[108, 124]"
1580637600,"[106, 122]"
1580641200,"[104, 121]"
1580644800,"[105, 119]"
1580648400,"[105, 115]"
1580652000,"[104, 113]"
1580655600,"[102, 109]"
1580659200,"[99, 103]"
1580662800,"[95, 99]"
1580666400,"[89, 94]"
1580670000,"[83, 89]"
1580673600,"[79, 82]"
1580677200,"[73, 76]"
1580680800,"[66, 71]"
1580684400,"[62, 66]"
1580688000,"[57, 60]"
1580691600,"[52, 54]"
1580695200,"[45, 48]"
1580698800,"[39, 44]"
1580702400,"[34, 39]"
1580706000,"[30, 35]"
1580709600,"[25, 31]"
1580713200,"[23, 29]"
1580716800,"[21, 25]"
1580720400,"[19, 24]"
1580724000,"[20, 24]"
1580727600,"[20, 24]"
1580731200,"[18, 25]"
1580734800,"[15, 27]"
1580738400,"[12, 26]"
1580749200,"[10, 25]"
1580752800,"[10, 25]"
1580756400,"[10, 26]"
1580760000,"[21, 40]"
1580763600,"[48, 64]"
1580767200,"[52, 98]"
1580770800,"[54, 121]"
1580774400,"[58, 146]"
1580778000,"[60, 168]"
1580781600,"[60, 188]"
1580785200,"[60, 202]"
1580788800,"[60, 213]"
1580792400,"[61, 222]"
1580796000,"[61, 233]"
1580799600,"[62, 240]"
1580803200,"[69, 243]"
1580806800,"[76, 247]"
1580810400,"[82, 253]"
1580814000,"[91, 256]"
1580817600,"[101, 260]"
1580821200,"[111, 266]"
1580824800,"[120, 275]"
1580828400,"[130, 282]"
1580832000,"[134, 288]"
1580835600,"[138, 291]"
1580839200,"[141, 295]"
1580842800,"[133, 301]"
1580846400,"[121, 298]"
1580850000,"[114, 271]"
1580853600,"[113, 240]"
1580857200,"[113, 220]"
1580860800,"[111, 200]"
1580864400,"[112, 181]"
1580868000,"[115, 166]"
1580871600,"[117, 153]"
1580875200,"[120, 145]"
1580878800,"[121, 144]"
1580882400,"[123, 143]"
1580886000,"[122, 139]"
1580889600,"[118, 132]"
1580893200,"[113, 122]"
1580896800,"[108, 115]"
1580900400,"[101, 112]"
1580904000,"[97, 110]"
1580907600,"[96, 108]"
1580911200,"[92, 104]"
1580914800,"[89, 106]"
1580918400,"[92, 128]"
1580922000,"[98, 150]"
1580925600,"[105, 156]"
1580929200,"[110, 154]"
1580932800,"[111, 156]"
1580936400,"[111, 157]"
1580940000,"[111, 155]"
1580943600,"[110, 152]"
1580947200,"[109, 153]"
1580950800,"[108, 154]"
1580954400,"[106, 155]"
1580958000,"[105, 155]"
1580961600,"[104, 154]"
1580965200,"[103, 153]"
1580968800,"[103, 153]"
1580972400,"[103, 153]"
1580976000,"[102, 154]"
1580979600,"[102, 155]"
1580983200,"[102, 155]"
1580986800,"[102, 152]"
1580990400,"[100, 147]"
1580994000,"[97, 138]"
1580997600,"[93, 127]"
1581001200,"[88, 113]"
1581004800,"[78, 87]"
1581008400,"[62, 66]"
1581012000,"[45, 54]"
1581015600,"[38, 47]"
1581019200,"[34, 42]"
1581022800,"[31, 40]"
1581026400,"[29, 41]"
1581030000,"[28, 41]"
1581033600,"[27, 39]"
1581037200,"[25, 34]"
1581040800,"[22, 29]"
1581044400,"[20, 25]"
1581048000,"[18, 23]"
1581051600,"[16, 21]"
1581055200,"[14, 18]"
1581058800,"[12, 18]"
1581062400,"[10, 20]"
1581066000,"[8, 24]"
1581069600,"[7, 29]"
1581073200,"[6, 30]"
1581076800,"[5, 31]"
1581080400,"[5, 31]"
1581084000,"[6, 31]"
1581087600,"[6, 26]"
1581091200,"[6, 25]"
1581094800,"[6, 24]"
1581098400,"[6, 25]"
1581102000,"[6, 26]"
1581105600,"[5, 25]"
1581109200,"[5, 28]"
1581112800,"[5, 26]"
1581116400,"[5, 25]"
1581120000,"[5, 24]"
1581123600,"[5, 25]"
1581127200,"[5, 25]"
1581130800,"[4, 26]"
1581134400,"[5, 25]"
1581138000,"[5, 25]"
1581141600,"[5, 25]"
1581145200,"[5, 23]"
1581148800,"[5, 17]"
1581152400,"[5, 16]"
1581156000,"[5, 14]"
1581159600,"[6, 13]"
1581163200,"[5, 14]"
1581166800,"[4, 14]"
1581170400,"[3, 14]"
1581174000,"[4, 13]"
1581177600,"[5, 13]"
1581181200,"[5, 12]"
1581184800,"[5, 10]"
1581188400,"[6, 9]"
1581192000,"[6, 8]"
1581195600,"[3, 8]"
1581199200,"[5, 8]"
1581202800,"[6, 9]"
1581206400,"[6, 9]"
1581210000,"[6, 9]"
1581213600,"[6, 9]"
1581217200,"[6, 8]"
1581220800,"[6, 8]"
1581224400,"[4, 7]"
1581228000,"[4, 10]"
1581231600,"[6, 13]"
1581235200,"[6, 14]"
1581238800,"[7, 13]"
1581242400,"[7, 12]"
1581246000,"[8, 12]"
1581249600,"[10, 12]"
1581253200,"[10, 12]"
1581256800,"[10, 13]"
1581260400,"[11, 13]"
1581264000,"[10, 14]"
1581267600,"[11, 12]"
1581271200,"[10, 12]"
1581274800,"[9, 11]"
1581278400,"[9, 11]"
1581282000,"[8, 11]"
1581285600,"[8, 11]"
1581289200,"[8, 10]"
1581292800,"[6, 11]"
1581296400,"[5, 10]"
1581300000,"[4, 10]"
1581303600,"[4, 10]"
1581307200,"[5, 11]"
1581310800,"[5, 11]"
1581314400,"[4, 11]"
1581318000,"[0, 10]"
1581321600,"[0, 10]"
1581325200,"[0, 11]"
1581328800,"[0, 12]"
1581332400,"[0, 12]"
1581336000,"[0, 12]"
1581339600,"[0, 11]"
1581343200,"[0, 10]"
1581346800,"[0, 10]"
1581350400,"[0, 10]"
1581354000,"[1, 10]"
1581357600,"[2, 11]"
1581361200,"[4, 11]"
1581364800,"[3, 11]"
1581368400,"[4, 12]"
1581372000,"[5, 13]"
1581375600,"[6, 14]"
1581379200,"[8, 14]"
1581382800,"[9, 14]"
1581386400,"[10, 14]"
1581390000,"[10, 16]"
1581393600,"[12, 17]"
1581397200,"[13, 18]"
1581400800,"[14, 20]"
1581404400,"[14, 21]"
1581408000,"[14, 22]"
1581411600,"[14, 23]"
1581415200,"[12, 21]"
1581418800,"[11, 21]"
1581422400,"[12, 21]"
1581426000,"[12, 25]"
1581429600,"[12, 24]"
1581433200,"[13, 24]"
1581436800,"[14, 25]"
1581440400,"[14, 26]"
1581444000,"[16, 27]"
1581447600,"[17, 28]"
1581451200,"[18, 27]"
1581454800,"[18, 27]"
1581458400,"[18, 27]"
1581462000,"[17, 27]"
1581465600,"[17, 28]"
1581469200,"[17, 27]"
1581472800,"[17, 26]"
1581476400,"[18, 26]"
1581480000,"[18, 26]"
1581483600,"[19, 26]"
1581487200,"[19, 25]"
1581490800,"[19, 26]"
1581494400,"[20, 26]"
1581498000,"[21, 25]"
1581501600,"[23, 29]"
1581505200,"[24, 31]"
1581508800,"[24, 33]"
1581512400,"[22, 35]"
1581516000,"[23, 35]"
1581519600,"[24, 32]"
1581523200,"[24, 31]"
1581526800,"[24, 30]"
1581530400,"[22, 28]"
1581534000,"[20, 29]"
1581537600,"[19, 29]"
1581541200,"[18, 29]"
1581544800,"[18, 27]"
1581548400,"[18, 26]"
1581552000,"[18, 25]"
1581555600,"[19, 25]"
1581559200,"[20, 26]"
1581562800,"[20, 25]"
1581566400,"[19, 26]"
1581570000,"[19, 27]"
1581573600,"[18, 26]"
1581577200,"[18, 25]"
1581580800,"[17, 25]"
1581584400,"[16, 24]"
1581588000,"[16, 23]"
1581591600,"[15, 22]"
1581595200,"[14, 21]"
1581598800,"[12, 18]"
1581602400,"[11, 14]"
1581606000,"[10, 13]"
1581609600,"[10, 15]"
1581613200,"[11, 15]"
1581616800,"[12, 17]"
1581620400,"[12, 15]"
1581624000,"[11, 15]"
1581627600,"[11, 15]"
1581631200,"[10, 15]"
1581634800,"[10, 15]"
1581638400,"[12, 14]"
1581642000,"[12, 13]"
1581645600,"[11, 12]"
1581649200,"[9, 12]"
1581652800,"[7, 12]"
1581656400,"[5, 12]"
1581660000,"[5, 12]"
1581663600,"[6, 12]"
1581667200,"[6, 12]"
1581670800,"[7, 12]"
1581674400,"[7, 12]"
1581678000,"[4, 10]"
1581681600,"[1, 10]"
1581685200,"[2, 10]"
1581688800,"[4, 11]"
1581692400,"[6, 11]"
1581696000,"[5, 11]"
1581699600,"[6, 11]"
1581703200,"[7, 12]"
1581706800,"[6, 11]"
1581710400,"[7, 13]"
1581714000,"[8, 13]"
1581717600,"[9, 14]"
1581721200,"[10, 15]"
1581724800,"[11, 17]"
1581728400,"[12, 17]"
1581732000,"[13, 16]"
1581735600,"[13, 15]"
1581739200,"[14, 17]"
1581742800,"[14, 20]"
1581746400,"[15, 21]"
1581750000,"[15, 20]"
1581753600,"[16, 20]"
1581757200,"[15, 20]"
1581760800,"[14, 22]"
1581764400,"[17, 26]"
1581768000,"[20, 28]"
1581771600,"[21, 29]"
1581775200,"[22, 31]"
1581778800,"[22, 31]"
1581782400,"[22, 30]"
1581786000,"[21, 28]"
1581789600,"[22, 28]"
1581793200,"[21, 29]"
1581796800,"[21, 28]"
1581800400,"[22, 28]"
1581804000,"[23, 28]"
1581807600,"[23, 28]"
1581811200,"[21, 27]"
1581814800,"[18, 26]"
1581818400,"[19, 25]"
1581822000,"[19, 25]"
1581825600,"[18, 24]"
1581829200,"[17, 23]"
1581832800,"[16, 22]"
1581836400,"[15, 21]"
1581840000,"[15, 21]"
1581843600,"[14, 19]"
1581847200,"[13, 16]"
1581854400,"[13, 14]"
1581858000,"[11, 13]"
1581861600,"[10, 12]"
1581865200,"[10, 12]"
1581868800,"[9, 13]"
1581872400,"[9, 13]"
1581876000,"[7, 13]"
1581879600,"[7, 13]"
1581883200,"[6, 13]"
1581886800,"[6, 13]"
1581890400,"[5, 12]"
1581894000,"[4, 11]"
1581897600,"[6, 11]"
1581901200,"[6, 11]"
1581904800,"[6, 11]"
1581908400,"[6, 11]"
1581912000,"[5, 10]"
1581915600,"[6, 10]"
1581919200,"[6, 10]"
1581922800,"[5, 10]"
1581926400,"[5, 10]"
1581930000,"[4, 11]"
1581933600,"[3, 12]"
1581937200,"[0, 12]"
1581940800,"[0, 13]"
1581944400,"[0, 13]"
1581948000,"[0, 12]"
1581951600,"[0, 12]"
1581955200,"[0, 11]"
1581958800,"[0, 12]"
1581962400,"[0, 13]"
1581966000,"[0, 14]"
1581969600,"[0, 14]"
1581973200,"[0, 14]"
1581976800,"[2, 15]"
1581980400,"[3, 15]"
1581984000,"[4, 16]"
1581987600,"[5, 16]"
1581991200,"[5, 17]"
1581994800,"[6, 17]"
1581998400,"[6, 17]"
1582002000,"[5, 18]"
1582005600,"[4, 18]"
1582009200,"[6, 19]"
1582012800,"[8, 20]"
1582016400,"[10, 20]"
1582020000,"[12, 20]"
1582023600,"[13, 20]"
1582027200,"[13, 20]"
1582030800,"[14, 21]"
1582034400,"[13, 21]"
1582038000,"[14, 22]"
1582041600,"[14, 22]"
1582045200,"[13, 22]"
1582048800,"[11, 20]"
1582052400,"[11, 19]"
1582056000,"[10, 19]"
1582059600,"[9, 18]"
1582063200,"[9, 20]"
1582066800,"[12, 23]"
1582070400,"[14, 26]"
1582074000,"[15, 25]"
1582077600,"[15, 24]"
1582081200,"[15, 23]"
1582084800,"[17, 23]"
1582088400,"[17, 21]"
1582092000,"[17, 21]"
1582095600,"[16, 21]"
1582099200,"[14, 20]"
1582102800,"[13, 20]"
1582106400,"[12, 21]"
1582110000,"[9, 21]"
1582113600,"[9, 22]"
1582117200,"[12, 22]"
1582120800,"[14, 21]"
1582124400,"[13, 21]"
1582128000,"[11, 21]"
1582135200,"[10, 22]"
1582138800,"[10, 22]"
1582142400,"[10, 22]"
1582146000,"[10, 22]"
1582149600,"[7, 21]"
1582153200,"[4, 20]"
1582156800,"[4, 18]"
1582160400,"[6, 17]"
1582164000,"[7, 17]"
1582167600,"[8, 17]"
1582171200,"[9, 17]"
1582174800,"[9, 17]"
1582178400,"[10, 18]"
1582182000,"[10, 18]"
1582185600,"[11, 18]"
1582189200,"[11, 19]"
1582192800,"[9, 19]"
1582196400,"[10, 19]"
1582200000,"[11, 18]"
1582203600,"[14, 17]"
1582207200,"[13, 16]"
1582210800,"[10, 15]"
1582214400,"[11, 15]"
1582218000,"[11, 16]"
1582221600,"[12, 16]"
1582225200,"[13, 16]"
1582228800,"[14, 16]"
1582232400,"[13, 16]"
1582236000,"[14, 16]"
1582239600,"[14, 17]"
1582243200,"[14, 18]"
1582246800,"[14, 19]"
1582250400,"[14, 19]"
1582254000,"[14, 20]"
1582257600,"[15, 20]"
1582261200,"[15, 20]"
1582264800,"[15, 21]"
1582268400,"[16, 22]"
1582272000,"[16, 22]"
1582275600,"[18, 23]"
1582279200,"[20, 23]"
1582282800,"[22, 24]"
1582286400,"[23, 25]"
1582290000,"[20, 25]"
1582293600,"[22, 26]"
1582297200,"[25, 26]"
1582300800,"[24, 26]"
1582304400,"[24, 26]"
